#,Tracker,Status,Priority,Subject,Assignee,Updated,Description,Last notes
19557,??????,?????,??????????,?????? ??????????? ???? ??? ????????? ,Vladislava Vishnevska,02/09/2023 08:18 PM,"*???? ???????????????* :
1) ??????? ????
2) ??????? ????? ??? ?????????
3)??????? ? ?????? ""?????????""

https://gyazo.com/775b436e68ff89c6db262c6917b36363

*????????? ?????????:* ????? ??????????? ???? ??? ????????? 
*??????????? ?????????:* ?????? ??????????? ???? ??? ????????? 

",""
19556,??????,?????,??????????,?????????? ???????? ? ???????? ? ?????,?????? ???????,02/09/2023 08:17 PM,"*???? ???????????????:*
1) ??????? ???? https://smart-shop.ua/ru/
2) ??????? ????? ????? 
3) ? ??????? ""??????????"" ??????? ?????? ""???????"" 
4) ??????? ??????? ? ""???????????? ???????? Porsche"" https://smart-shop.ua/ru/originalni-aksesuari-porsche.html
5) ?????????? ???????? ??? ??????? ?????? ""???????????? ?????????? Porsche""
https://gyazo.com/60cd6730246ae3b581a451edf6002472

*????????? ?????????:* ???????????? ???????? ??? ??????? ?????? ""???????????? ?????????? Porsche""
*??????????? ?????????:* ??????????? ???????? ??? ??????? ?????? ""???????????? ?????????? Porsche""",""
19555,??????,?????,??????????,"?????????? ?????????? ""?? ?????? ?-?"" ? ??????? ""????????"" ? ?????????? ""????? ??? ? ???????""",Nina Draganova,02/09/2023 08:15 PM,"*???? ???????????????:*

1) ??????? ????
2) ?????? ""????????"" ????????? ""????? ??? ? ???????""

https://gyazo.com/061e9d437eaed60057951de7fefaef37

*????????? ?????????:* ?????????? ?????????? ""?? ?????? ?-?"" ? ??????? ""????????"" ? ?????????? ""????? ??? ? ???????""
*??????????? ?????????:* ?????????? ""?? ?????? ?-?"" ? ??????? ""????????"" ? ?????????? ""????? ??? ? ???????""

Edit Watch
",""
19554,??????,?????,??????????,???????? ??????????? ??????????? UA  ??? ????????? ??????? ?? ???????? ,Sabina Vorotnikova,02/09/2023 08:15 PM,"*???? ???????????????:*
1) ??????? ??????? ???????? ????? https://smart-shop.ua/
2) ??????????? ?????? ??????????? ? ??????? ???? ???? ???????? ????? ?? UA.
3) ??????? ??????? ""???????????? ?? ??????"" ? ??????
4) ??????? ?? ????????????? ???? ????? ""?????""
5) ??????? ???????????? ??????????? UA ? ???????????? ?????? ???????, ??????? ? 4?? ?? ????? ?? ???????? https://smart-shop.ua/obslugovuvannya-ta-doglyad/obslugovuvannya-ta-doglyad-olivi/

*????????? ?????????:* ?????????? ??????????? ??????????? UA ? ???????? ??? ????????? ??????? ?? ???????? 

*??????????? ?????????:* ?? ?????? ??????????? ??????????? UA ? ???????? ??? ????????? ??????? ?? ???????? ",""
19553,??????,?????,??????????,?????????? ?????????? ??????? ?????? ????????? ??????? ? ?????????? ??????? ? ???????,???????  ??????? ,02/09/2023 08:14 PM,"???? ???????????????:
1) ????? ?? ???? https://smart-shop.ua/ru/originalyniy-gorodskoy-elektrosamokat-bmw-e-scooter-my2020.html
2) ??????????? ?????
3) ????? ? ???????
????????? ?????????: ??????????? ?????????? ??????? ?????? ????????? ??????? ? ?????????? ??????? ? ???????
??????????? ????????? :?????????? ?????????? ??????? ?????? ????????? ??????? ? ?????????? ??????? ? ???????

",""
19552,??????,?????,??????????,"??????????? ???????? ??? ???????? ? ""?????????"" ? ??????",Vladislava Vishnevska,02/09/2023 08:13 PM,"*???? ???????????????:*
1) ??????? ????
2)??????? ? ????? ""?? ? ???.?????""
2) ?????? ?? ?????? ""?????????""

https://gyazo.com/a4466609978834ea61f84ca8fb3838dc

*????????? ?????????:* ???????????? ???????? ??? ???????? ? ""?????????""  ? ??????
*??????????? ?????????:* ??????????? ???????? ??? ???????? ? ""?????????""  ? ??????",""
19551,??????,?????,??????????,"??? ??????? ?? ?????? ???????????/???????????, ??????????? ??????? ???????? ?????? ""??? ????????"" ??? ???????????????? ?????????????.",Anna Prokopets,02/09/2023 08:13 PM,"???? ???????????????:
1) ??????? ????
2) ??????????????.
3) ?????? ?? ?????? ???????????/??????????? ? ?????? ??????.
4) ????? ""??? ????????"" ???????????? ??? ""1""

https://gyazo.com/378c7848de42f656d038640e63210ec9

????????? ?????????: ???????????? ????? ?? ""1"" ? ""??? ????????""
??????????? ?????????: ??? ??????? ?? ?????? ???????????/???????????, ??????????? ??????? ???????? ?????? ""??? ????????"" ??? ???????????????? ?????????????.",""
19550,??????,?????,??????????,"?????? ??????????? ? ?????? ""?????????"", ??? ????? ? ??????? ??????",Maksym Shymin,02/09/2023 08:12 PM,"*???? ???????????????:*
1) ??????? ????
2) ?????????? ???? ?? ?????? ??????
3) ?????? ?? ?????? ???????? ?? ???????? ??????
4) ?????? ?? ""? ????????""
5) ???????? ??????
6) ????????? ?????? ""? ????????"" ? ?????? ????????

????????? ????????
https://gyazo.com/9ae99a4bbcb9d15d8b18774ce36b0420

???????? ? ??????? ? ?????????? ? ?????????
https://gyazo.com/ecb3d43a88cd6e03d7e905bf51180ed3

*????????? ?????????:* ????? ??????? ?? ?????? ""? ????????"" ??? ????? ? ??????? ?????? ??????? ?????? ? ??????? ?? ??????????? ""? ????????""
*??????????? ?????????:* ????? ??????? ?? ?????? ""? ????????"" ??? ????? ? ??????? ?????? ??????? ?????? ? ??????? ??????????? ""? ????????"" (?? ??????????? ??? ??? ??? ??????)",""
19549,??????,?????,??????????,"?? ??????? ?????? ""?????????""  ? ??????,  ? ??????? ""?? ? ??? ?????"". ? ?????????, ??? ???????? ??????????.",Dubrovin Denis,02/09/2023 08:12 PM,"*???? ???????????????:*
1) ??????? ???? https://smart-shop.ua/
2) ? ??????, ? ??????? ""?? ? ??????????"" ??????? ????? ""?????????""
https://gyazo.com/5d816dc8b3e67a3919b38090f020d883

*????????? ?????????:* ??? ????? ?? ?????? ""?????????"" ??????????? ???????? ???????? ? ??????????.
*??????????? ?????????:* ? ?????????, ??? ???????? ??????????. ????????, ?? ??????????????? ???????????????? ??????? ??? ???????? ???? ???????.

",""
19548,??????,?????,??????,"?????????????? ?????????? ??? ?????? ""?????? ??????? Porsche Mini Plush Tom Targa Figure - MY2021""",Anastasiya Lopatovskaya,02/09/2023 08:10 PM,"???? ??????????????? :

1) ??????? ????: https://smart-shop.ua/dostavka-i-oplata.html
2) ???????? ??????? ? ??????? ""??? ?????""
3) ????????? ??????? ""??????? ?????????""
4) ???????? ????? ""?????? ??????? Porsche Mini Plush Tom Targa Figure - MY2021""

https://gyazo.com/0cf55a180e3ae2a680df577b6f7282f7

*????????? ?????????*  :?????????? ?????? ??? ?????? ""?????? ??????? Porsche Mini Plush Tom Targa Figure - MY2021""
*??????????? ?????????* :?????????????? ?????????? ??? ?????? ""?????? ??????? Porsche Mini Plush Tom Targa Figure - MY2021

",""
19547,??????,?????,??????,???????? ????????????? ???????? ????????? ?? ?????????? ?????,??????? ????????,02/09/2023 08:10 PM,"*???? ???????????????:*
1)??????? ????
2)?? ?????????????? ???? ?????? ?????? ""?????? ? ?????????""
3)? ??????????? ???? ??????? ?? ?????? ""?????????? ??? ?????""
https://gyazo.com/014f7bc1c29cfa2cdffa0b9113abe7a9

*????????? ?????????:*???????? ????????????? ???????? ????????? ?? ??????? ?????
*??????????? ?????????:*???????? ????????????? ???????? ????????? ?? ?????????? ?????",""
19546,??????,?????,??????????,"??????????? ???????? ? ??????? ""??????? ???????""",Vladislava Vishnevska,02/09/2023 08:09 PM,"*???? ???????????????:*
1) ??????? ????
2) ??????? ? ?????? ""??????? ??????""

https://gyazo.com/8deaece319e4059af81785a201fa929c


*????????? ?????????:*  ???????????? ???????? ? ??????? ""??????? ???????""
*??????????? ?????????:*  ??????????? ???????? ? ??????? ""??????? ???????""



https://gyazo.com/8deaece319e4059af81785a201fa929c",""
19545,??????,?????,??????,"?????? ?????? ??????? ?????? ? ??????? ""??????? ?????????"" ",Yuliia Novikova,02/09/2023 08:07 PM,"1) ??????? ????
2) ?????? ?? ?????? ""?????? ? ?????????"" ? ??????
3) ??????? ?????? ""??????? ?????????""
4) ?????? ?????? ""BMW"" ? ??????? ??? ??????? ???????

????????? ?????????: ?????? ?????? ??????? ?????? ? ??????? ""??????? ?????????"" 
??????????? ?????????: ?????????? ?????? ???????? ??????? ? ??????? ""??????? ?????????"" 

",""
19544,??????,?????,??????,?? ????????? ??????? ?????? ????????? ? ??????,Nina Draganova,02/09/2023 08:06 PM,"*???? ???????????????:*

1) ??????? ????
2) ?????? ?????? ????????? ? ??????, ???????? ??????? ????????  

https://gyazo.com/74b810030206d595ddd90202f4ad0e81

*????????? ?????????:* ?? ????????? ??????? ?????? ????????? ? ??????
*??????????? ?????????:* ?????? ????????? ??????? ???????? ??????",""
19543,??????,?????,??????????,"??? ??????????? ?? ??????????? ??????? "" ??? ????????""",Vladislava Vishnevska,02/09/2023 08:05 PM,"*???? ???????????????:*
1) ??????? ????
2) ??????? ????? ? ???????? 
3)??????? ? ?????? ??? ????????

https://gyazo.com/cf3b034e2c8fd2a1f4b890c9e427394a

*????????? ?????????:* ??? ??????????? ??????????? ??????? "" ??? ????????""
*??????????? ?????????:*  ??? ??????????? ?? ??????????? ??????? "" ??? ????????""",""
19542,??????,?????,??????,??? ????? ??????????? ???????? ??????????? ??????? ??????,?????? ???????,02/09/2023 08:04 PM,"*???? ???????????????:*
1) ??????? ???? https://smart-shop.ua/ru/
2) ??????? ????? ?????
3)? ????????????? ?????? ??????? ?????? ""??????? ??????""
4) ??? ????? ??????????? ???????? ??????????? ??????? ??????
https://gyazo.com/74b67e9b3221af20bbe2ecdb9cb9fc3f
https://gyazo.com/3bb449891eaa9c5da33d19094271e3d6

*????????? ?????????:* ??? ????? ??????????? ?? ???????? ??????????? ??????? ??????
*??????????? ?????????:* ??? ????? ??????????? ???????? ??????????? ??????? ??????",""
19541,??????,?????,??????????,???????????? ???????????  ??????????? UA ? ???????????? ?????? ??????? ?? ???????? https://smart-shop.ua/marka-avto/marka-avto-volvo/,Sabina Vorotnikova,02/09/2023 08:04 PM,"*???? ???????????????:*
1) ??????? ??????? ???????? ????? https://qwertyshop.ua/
2) ??????????? ?????? ??????????? ? ??????? ???? ???? ???????? ????? ?? UA.
3) ??????? ??????? ""????? ????"" ? ?????? 
4) ??????? ?? ????????????? ???? ????? ""Volvo""
5) ??????? ???????????? ??????????? UA ? ???????????? ?????? ??????? ?? ???????? https://smart-shop.ua/marka-avto/marka-avto-volvo/


*????????? ?????????:* ?????????? ??????????? ??????????? UA ? ???????? ??? ????????? ??????? ?? ???????? https://smart-shop.ua/marka-avto/marka-avto-volvo/

*??????????? ?????????:* ???????????? ??????????? ??????????? UA ? ???????? ??? ????????? ??????? ?? ???????? https://smart-shop.ua/marka-avto/marka-avto-volvo/",""
19540,??????,?????,??????????,"??? ?????? ??? ?????????? ??? ???????? ?? "" ??????? ????????? ??????""",Natali Rudich,02/09/2023 08:01 PM,"???? ?????????????
1) ??????? ???? 
2) ??????? ? ????? 
3) ?????? ?????? ""??????? ????????? ??????""



*????????? ?????????* ??????? ??""??????? ????????? ??????"", ???????? ? ""??????? ????????? ??????""
*??????????? ?????????*  ??????? ??""??????? ????????? ??????"", ??? ??????? ????????""??????? ????????? ??????""""",""
19538,??????,?????,??????????,"??? ????? ?? ??????, ?????????? ????? ????? ?????.",Dubrovin Denis,02/09/2023 08:00 PM,"

*???? ???????????????:*
1) ??????? ???? https://smart-shop.ua/
2) ?? ??????? ???????? ??????? ?????? ""?????????""
3) ?????????? ????? ????? ????? ? ???????? ?? ??????????.

https://gyazo.com/0296c92cf2f79daf63c6e4de14a2987e

*????????? ?????????:* ??? ????? ?? ?????? ""?????????"" ?? ??????? ???????? ??????????? ?????????????? ???????? ? ????????.
*??????????? ?????????:* ""?????????? ???????? ?? ????????!"". ???????? ???? ???????? ? ???????? ?? ??????????.



",""
19537,??????,?????,??????????,?????? ????????? ??? ???????? ?????? ???????? ??? ???????? ?????,"",02/09/2023 07:59 PM,"*???? ???????????????:*
1) ??????? ????
2) ??????? ? ?????
3)??????? ????? ??? ???????? ?????

https://gyazo.com/422956e7bcf82f0822d9268e144f4d80

*????????? ?????????:* ??????????? ?????? ????????? ??? ???????? ?????? ???????? ??? ???????? ?????
*??????????? ?????????:*?????? ????????? ??? ???????? ?????? ???????? ??? ???????? ?????",""
19536,??????,?????,??????,"????????? ??????????? RU ?? ?????? ""?????????"" ? ??????",Nina Draganova,02/09/2023 07:58 PM,"*???? ???????????????:*

1) ??????? ????
2) ?????? ""?????????"" ? ?????? ??????
https://gyazo.com/e58eeccd18b4cca66b0690936b76033a



*????????? ?????????:* ????????? ??????????? RU ?? ?????? ""?????????"" ? ??????
*??????????? ?????????:* ??????????? ??????????? UA ?? ?????? ""?????????"" ? ??????",""
19535,??????,?????,???????,"??? ??????? ?? ?????? ""?????????"" ? ????????????? ??????????? ??????????? ???? ?? ?????????? ?????",??????? ????????,02/09/2023 07:56 PM,"*???? ???????????????:*
1)??????? ????
2)?? ???????? ?????? ?????? ""?????????""
https://gyazo.com/e4993513cfc26eda055c6b29ff7e47b0

*????????? ?????????:*??? ??????? ?? ?????? ""?????????"" ? ????????????? ??????????? ??????????? ???? ?? ??????? ?????
*??????????? ?????????:*??? ??????? ?? ?????? ""?????????"" ? ????????????? ??????????? ??????????? ???? ?? ?????????? ?????",""
19534,??????,?????,??????????,"????? ??????,  ""?????? ??????"" ""?????????? ??'???????"" ""? ???? ?? ? ??????????"" ??? ??????? ?? ????????? ? ??????",Oleksandr Lyshenko,02/09/2023 07:56 PM,"*???? ???????????????:*
*1)*  ??????? ??????? ???????? https://smart-shop.ua/login/
*2)* ???????? ???????? ?? ?????, ?? ???????? ?????? ""?????? ??????"" ""?????????? ??'???????"" ""? ???? ?? ? ??????????""

https://gyazo.com/191f0165deb40062eaf8f36992f5528d

*????????? ?????????:* ????? ??????,  ""?????? ??????"" ""?????????? ??'???????"" ""? ???? ?? ? ??????????"" ??? ??????? ????????? ? ??????
*??????????? ?????????:* ????? ??????,  ""?????? ??????"" ""?????????? ??'???????"" ""? ???? ?? ? ??????????"" ??? ??????? ?? ????????? ? ??????
",""
19533,??????,?????,??????????,?? ??????? ?????? ?????? ,Natali Rudich,02/09/2023 07:55 PM,"???? ?????????????
1 ??????? ???? 
1 ????????? ? ????? 
2 ?????? ?????? ?????? 
3??????? ? ??? 

*????????? ?????????* ??????? ? ??? ??? ?????? 
*??????????? ?????????* ?????? ?? ???????",""
19532,??????,?????,??????????,"?? ???????? ?????? ?? ??????24 ? ??????? ""???????? ? ??????""",Vladislava Vishnevska,02/09/2023 07:54 PM,"*???? ???????????????:*
1) ??????? ????
2) ??????? ? ?????? ""???????? ? ??????""
3)?????? ?? ?????? ""??????24""

https://gyazo.com/a7c6f6b7094d535eb729488cd2fb9a8a

*????????? ?????????* : ???????? ?????? ?? ??????24 ? ??????? ""???????? ? ??????""
*??????????? ?????????:* ?? ???????? ?????? ?? ??????24 ? ??????? ""???????? ? ??????""",""
19531,??????,?????,??????????,"??? ??????? ?? ?????? ""???????"" ?????? ?? ?????????? ",?????? ???????,02/09/2023 07:54 PM,"???? ???????????????:
1) ??????? ???? https://smart-shop.ua/ru
2) ?????? ?? ?????? ??????? ????? ????? 
3) ?????? ?? ??????????

https://gyazo.com/40421e43ffc98dc5de99f7d4560116aa

????????? ?????????: ??????????? ????? ??? ????? ? ??????? 
??????????? ?????????: ??????????? ????? ??? ????? ? ??????? ",""
19530,??????,?????,??????????,"???????????? ?????? ??????? ""????????"" ",Anastasiya Lopatovskaya,02/09/2023 07:55 PM,"???? ??????????????? :

1) ??????? ????: https://smart-shop.ua/dostavka-i-oplata.html
2) ???????? ??????? ? ??????? ""?????? ? ????????""
3) ???????? ?? ??????? ""?????? ?????? ??????24 - ???????? >>>"" 

https://gyazo.com/f9da84b0f02c806e7d54af4fdedb3ff1

*????????? ?????????*  :?????????? ?????? ??????? ""????????"" 
*??????????? ?????????* :??????????? ???????? ????? ???? ""????????""","???? ??????????????? :

1) ??????? ????: https://smart-shop.ua/dostavka-i-oplata.html
2) ???????? ??????? ? ??????? ""?????? ? ????????""
3) ???????? ?? ??????? ""?????? ?????? ??????24 - ???????? >>>""

https://gyazo.com/f9da84b0f02c806e7d54af4fdedb3ff1

*????????? ?????????* :?????????? ?????? ??????? ""????????""
*??????????? ?????????* :??????????? ??????  ??????? ""????????"""
19529,??????,?????,??????????,"?? ??????? ?????? ""?????????"" ?? ??????? ????????. ",Dubrovin Denis,02/09/2023 07:51 PM,"*
???? ???????????????:*
1) ??????? ???? https://smart-shop.ua/
2) ?? ??????? ???????? ??????? ?????? ""?????????""
3) ???????? ?? ???????.
https://gyazo.com/b7bcb8aa98789a428c940ef7f7c2ae37
*????????? ?????????:* ??? ????? ?? ?????? ""?????????"" ??????????? ???????? ? ??????????? ? ????????.
*??????????? ?????????:*????????????? ???????? ?? ???????!

",""
19528,??????,?????,??????????,"?? ???????? ?????? ""??????? ??????"" ? ??????? ????, ??? ??????? ???????????/???????????.",Anna Prokopets,02/09/2023 07:51 PM,"*???? ???????????????:*
1) ??????? ????
2) ?????? ?? ?????? ???????????/??????????? ? ?????? ??????.
3) ? ??????? ???? ????? ?? ???????? ?????? ""??????? ??????"" - ""????????????? ???????? ?? ???????""

https://gyazo.com/f9fd3a7c6f263ce01b99836245080752

*????????? ?????????:* ???????? ?????? ""??????? ??????"" ? ??????? ????, ??? ??????? ???????????/???????????.
*??????????? ?????????:* ?? ???????? ?????? ""??????? ??????"" ? ??????? ????, ??? ??????? ???????????/???????????.",""
19527,??????,?????,??????????,??????????? ??????? ??? ???????????? ?? ????????,Vladislava Vishnevska,02/09/2023 07:50 PM,"???? ???????????????:
1) ??????? ????
2) ?? ???????? ??????????? ??????? ??? ???????????? 

https://gyazo.com/e140d317968c2c7de26b0fc6d648f1f8

????????? ?????????: ???????????? ??????? ??? ???????????? ?? ????????
??????????? ?????????: ??????????? ??????? ??? ???????????? ?? ????????",""
19526,??????,?????,??????????,"? ???????? ????? ??? ??????? ?????? ""?????????"" ???????? ?? ????????",?????? ???????,02/09/2023 07:50 PM,"*???? ???????????????:*
1) ??????? ???? https://smart-shop.ua/ru
2) ???????? ???????? ?? ??????? 
3) ?????? ?? ?????? ? ???????? ""?????????""
4) ??????? ?????? ""????????????? ???????? ?? ???????!""

https://gyazo.com/ff33965e4a8e46bfa8210fd4b56ddcb9
*????????? ?????????:* ???????????? ?????? 
*??????????? ?????????:* ??????? ?????? ""????????????? ???????? ?? ???????!""",""
